,l2,r2,order,index,weighting_scheme,game_title
1,0.14429146276687418,-8.145582811041576,1,k-SII,uniform,California Housing Random Forest Ensemble Selection
2,0.14658412178459979,-4.348431329453404,2,k-SII,uniform,California Housing Random Forest Ensemble Selection
3,0.17034014242972112,-3.2587599742804754,3,k-SII,uniform,California Housing Random Forest Ensemble Selection
4,0.18235727619467884,-3.3146690628957254,4,k-SII,uniform,California Housing Random Forest Ensemble Selection
5,0.17270672793278843,-2.8529748575497633,5,k-SII,uniform,California Housing Random Forest Ensemble Selection
6,0.06376983617524527,-0.668354458649264,6,k-SII,uniform,California Housing Random Forest Ensemble Selection
7,0.04122011919930271,-3.742992298885529,7,k-SII,uniform,California Housing Random Forest Ensemble Selection
8,0.002483096517451598,-0.45283963192774257,8,k-SII,uniform,California Housing Random Forest Ensemble Selection
9,0.00041881302804782966,0.6492397187081815,9,k-SII,uniform,California Housing Random Forest Ensemble Selection
10,3.7341907784517993e-25,1.0,10,k-SII,uniform,California Housing Random Forest Ensemble Selection
1,0.14429146276687418,-8.145582811041576,1,STII,uniform,California Housing Random Forest Ensemble Selection
2,0.8281784906125143,-15.314929603992294,2,STII,uniform,California Housing Random Forest Ensemble Selection
3,1.5014520553839277,-4.110436194671662,3,STII,uniform,California Housing Random Forest Ensemble Selection
4,1.162912331210684,-1.14246601227084,4,STII,uniform,California Housing Random Forest Ensemble Selection
5,0.4265001368305894,-0.6015808027106084,5,STII,uniform,California Housing Random Forest Ensemble Selection
6,0.07521101585790502,-0.10790635825255745,6,STII,uniform,California Housing Random Forest Ensemble Selection
7,0.006049986234708587,-0.061575167240852435,7,STII,uniform,California Housing Random Forest Ensemble Selection
8,0.00019125865393443831,0.8834324643281014,8,STII,uniform,California Housing Random Forest Ensemble Selection
9,1.5448926031171277e-06,0.9988239353134112,9,STII,uniform,California Housing Random Forest Ensemble Selection
10,5.518772718647283e-29,1.0,10,STII,uniform,California Housing Random Forest Ensemble Selection
1,0.14429146471945764,-8.14558306944426,1,FSII,uniform,California Housing Random Forest Ensemble Selection
2,0.016363335395607487,0.17343609961914264,2,FSII,uniform,California Housing Random Forest Ensemble Selection
3,0.00716672559118953,-0.32621939100269737,3,FSII,uniform,California Housing Random Forest Ensemble Selection
4,0.0016055236560725103,0.16152271353646042,4,FSII,uniform,California Housing Random Forest Ensemble Selection
5,0.00034299338408774684,0.7721351592484801,5,FSII,uniform,California Housing Random Forest Ensemble Selection
6,5.542956139668801e-05,0.9611308277513828,6,FSII,uniform,California Housing Random Forest Ensemble Selection
7,6.5168177655681965e-06,0.9951052845912081,7,FSII,uniform,California Housing Random Forest Ensemble Selection
8,4.927034367656197e-07,0.9996264811166461,8,FSII,uniform,California Housing Random Forest Ensemble Selection
9,1.7945136771787718e-08,0.9999863958675905,9,FSII,uniform,California Housing Random Forest Ensemble Selection
10,7.385737068024997e-19,0.9999999999999994,10,FSII,uniform,California Housing Random Forest Ensemble Selection
1,0.0007064909094743945,-0.15325193255343983,1,FBII,uniform,California Housing Random Forest Ensemble Selection
2,0.0004270426493949508,0.5212826191829938,2,FBII,uniform,California Housing Random Forest Ensemble Selection
3,0.00024296719436782735,0.7742216132663526,3,FBII,uniform,California Housing Random Forest Ensemble Selection
4,0.00011833164911602734,0.9014532694954429,4,FBII,uniform,California Housing Random Forest Ensemble Selection
5,4.590674805034132e-05,0.9639435715018243,5,FBII,uniform,California Housing Random Forest Ensemble Selection
6,1.3227008410289442e-05,0.989871125678161,6,FBII,uniform,California Housing Random Forest Ensemble Selection
7,2.5948617332629325e-06,0.9980289749146343,7,FBII,uniform,California Housing Random Forest Ensemble Selection
8,3.013920115595442e-07,0.9997714644615058,8,FBII,uniform,California Housing Random Forest Ensemble Selection
9,1.508684182725881e-08,0.9999885626326125,9,FBII,uniform,California Housing Random Forest Ensemble Selection
